,location,total_sqft,bath,price,bhk
1779,Horamavu Banaswadi,1272.0,2.0,50.0,2
1780,Horamavu Banaswadi,1200.0,2.0,45.0,2
1781,Horamavu Banaswadi,1025.0,2.0,45.0,2
1782,Hormavu,1500.0,2.0,78.0,2
1783,Hormavu,1150.0,2.0,55.0,2
1784,Hormavu,1180.0,2.0,50.0,2
1785,Hormavu,1175.0,2.0,52.0,2
1786,Hormavu,1725.0,3.0,85.0,3
1787,Hormavu,1150.0,2.0,53.11,2
1788,Hormavu,1123.0,2.0,56.0,2
1789,Hormavu,1385.0,2.0,69.0,3
1790,Hormavu,1030.0,2.0,49.35,2
1791,Hormavu,1018.0,2.0,50.8,2
1792,Hormavu,1555.0,3.0,75.0,3
1793,Hormavu,1143.0,2.0,53.0,2
1794,Hormavu,1000.0,2.0,50.0,2
1795,Hormavu,765.0,2.0,37.49,2
1796,Hormavu,1250.0,2.0,60.0,2
1797,Hormavu,583.0,1.0,28.275,1
1798,Hormavu,1385.0,2.0,69.25,3
1799,Hormavu,1065.0,2.0,50.92,2
1800,Hormavu,1400.0,2.0,75.0,2
1802,Hormavu,1250.0,2.0,65.0,2
1803,Hormavu,1075.0,2.0,53.7,2
1804,Hormavu,980.0,2.0,42.0,2
1805,Hormavu,1075.0,2.0,53.7,2
1806,Hormavu,2282.0,4.0,115.0,4
1807,Hormavu,1206.0,2.0,55.0,2
1808,Hormavu,1310.0,2.0,67.0,2
1809,Hormavu,1310.0,2.0,60.0,2
1810,Hormavu,1020.0,2.0,45.75,2
1811,Hosa Road,1652.0,3.0,85.0,3
1812,Hosa Road,1161.0,2.0,55.15,2
1813,Hosa Road,1161.0,2.0,55.15,2
1814,Hosa Road,615.0,1.0,28.29,1
1815,Hosa Road,1133.0,2.0,52.0,2
1816,Hosa Road,1161.0,2.0,55.15,2
1817,Hosa Road,1680.0,3.0,101.0,3
1818,Hosa Road,880.0,2.0,50.0,2
1819,Hosa Road,1040.0,2.0,61.0,2
1820,Hosa Road,1245.0,2.0,62.0,2
1821,Hosa Road,800.0,1.0,39.99,1
1822,Hosa Road,1364.0,2.0,64.79,2
1823,Hosa Road,1016.0,2.0,45.0,2
1824,Hosa Road,1360.0,2.0,77.61,2
1825,Hosa Road,1170.0,2.0,65.0,2
1826,Hosa Road,1161.0,2.0,55.15,2
1827,Hosa Road,1470.0,2.0,84.22,3
1828,Hosakerehalli,2378.0,3.0,262.0,3
1829,Hosakerehalli,2376.0,3.0,203.0,3
1830,Hosakerehalli,2400.0,5.0,250.0,5
1831,Hosakerehalli,1817.0,4.0,153.0,3
1832,Hosakerehalli,1304.0,2.0,100.0,2
1833,Hosakerehalli,2480.0,3.0,245.0,3
1834,Hosakerehalli,2480.0,4.0,260.0,3
1835,Hosakerehalli,1200.0,2.0,100.0,3
1837,Hosakerehalli,3033.0,4.0,326.0,4
1838,Hosakerehalli,600.0,2.0,65.0,2
1839,Hosakerehalli,2480.0,4.0,265.0,3
1840,Hosakerehalli,2376.0,3.0,240.0,3
1841,Hosakerehalli,1500.0,6.0,145.0,5
1842,Hoskote,1250.0,3.0,50.0,3
1843,Hoskote,1225.0,3.0,40.0,3
1844,Hoskote,1740.0,3.0,60.0,3
1845,Hoskote,1170.0,2.0,45.0,2
1846,Hoskote,1069.0,2.0,38.0,3
1847,Hoskote,1095.0,2.0,33.6,2
1848,Hoskote,1065.0,2.0,31.5,2
1849,Hoskote,945.0,2.0,35.0,2
1850,Hoskote,1065.0,2.0,33.75,2
1851,Hosur Road,1194.0,2.0,69.0,2
1852,Hosur Road,1510.0,2.0,105.0,3
1853,Hosur Road,1427.0,2.0,80.63,3
1854,Hosur Road,950.0,2.0,60.0,2
1855,Hosur Road,1194.0,2.0,71.64,2
1856,Hosur Road,1689.0,3.0,103.0,3
1857,Hosur Road,3600.0,5.0,180.0,5
1858,Hosur Road,1689.0,3.0,103.0,3
1859,Hosur Road,2000.0,4.0,130.0,4
1860,Hosur Road,1250.0,2.0,65.0,2
1861,Hosur Road,1689.0,3.0,103.0,3
1862,Hosur Road,1919.0,3.0,117.0,3
1863,Hulimavu,1125.0,2.0,50.0,2
1864,Hulimavu,1242.0,2.0,51.0,2
1865,Hulimavu,1823.0,3.0,100.0,3
1866,Hulimavu,1100.0,2.0,71.5,2
1867,Hulimavu,688.0,1.0,50.0,1
1868,Hulimavu,1255.0,2.0,73.0,2
1869,Hulimavu,1058.0,2.0,48.0,2
1870,Hulimavu,1375.0,2.0,80.0,2
1871,Hulimavu,1248.0,2.0,69.0,2
1872,Hulimavu,1818.0,3.0,135.0,3
1873,Hulimavu,1225.0,2.0,55.0,2
1874,Hulimavu,1255.0,2.0,74.0,2
1875,Hulimavu,1255.0,2.0,69.0,2
1876,Hulimavu,1255.0,2.0,66.0,2
1877,Hulimavu,3035.0,5.0,220.0,3
1878,Hulimavu,1127.0,2.0,65.0,2
1879,Hulimavu,1200.0,2.0,50.0,2
1880,Hulimavu,1200.0,2.0,75.0,2
1881,Hulimavu,1430.0,2.0,90.0,3
1882,Hulimavu,850.0,1.0,39.5,2
1883,Hulimavu,1000.0,2.0,45.0,2
1884,Hulimavu,1276.0,2.0,76.0,2
1885,Hulimavu,1500.0,2.0,90.0,2
1886,Hulimavu,1315.0,2.0,60.48,2
1887,Hulimavu,1021.0,2.0,76.0,2
1888,Hulimavu,581.0,1.0,29.0,1
1889,Hulimavu,935.0,2.0,45.0,2
1890,Hulimavu,1260.0,2.0,82.0,3
1891,Hulimavu,450.0,1.0,20.0,1
1892,Hulimavu,1231.0,2.0,84.5,2
1893,ISRO Layout,4400.0,6.0,250.0,6
1894,ISRO Layout,1000.0,2.0,60.0,2
1895,ISRO Layout,1000.0,2.0,60.0,2
1896,ISRO Layout,1310.0,2.0,68.0,3
1897,ISRO Layout,4200.0,4.0,255.0,4
1898,ITPL,1200.0,3.0,56.12,3
1899,ITPL,1200.0,3.0,56.12,3
1900,ITPL,1200.0,3.0,56.12,3
1901,ITPL,5667.5,5.0,300.0,4
1902,Iblur Village,3235.0,3.0,235.0,3
1903,Iblur Village,3596.0,5.0,282.0,4
1904,Iblur Village,2100.0,4.0,145.0,3
1905,Iblur Village,1920.0,3.0,150.0,3
1906,Iblur Village,1920.0,3.0,150.0,3
1907,Iblur Village,2000.0,4.0,138.0,3
1909,Iblur Village,3596.0,5.0,279.0,4
1910,Iblur Village,2666.0,4.0,200.0,3
1911,Iblur Village,5384.0,5.0,420.0,5
1912,Iblur Village,3596.0,4.0,268.0,4
1913,Indira Nagar,1128.0,2.0,105.0,2
1914,Indira Nagar,2800.0,3.0,330.0,3
1915,Indira Nagar,1650.0,3.0,200.0,3
1916,Indira Nagar,1224.0,2.0,105.0,2
1917,Indira Nagar,2070.0,3.0,225.0,3
1918,Indira Nagar,500.0,1.0,70.0,1
1919,Indira Nagar,1400.0,2.0,168.0,2
1920,Indira Nagar,1145.0,2.0,100.0,2
1921,Indira Nagar,1470.0,2.0,170.0,2
1922,Indira Nagar,2700.0,3.0,324.0,3
1923,Indira Nagar,2601.0,4.0,312.0,3
1924,Indira Nagar,1740.0,3.0,191.0,3
1925,Indira Nagar,1650.0,3.0,220.0,3
1926,Indira Nagar,1475.0,2.0,171.0,2
1927,Indira Nagar,3200.0,4.0,440.0,4
1928,Indira Nagar,1650.0,3.0,200.0,3
1929,Indira Nagar,2800.0,4.0,365.0,4
1930,Indira Nagar,1260.0,2.0,120.0,2
1931,Indira Nagar,1149.0,2.0,130.0,2
1932,JP Nagar,5520.0,2.0,375.0,5
1933,JP Nagar,1100.0,2.0,70.0,2
1934,JP Nagar,940.0,2.0,49.0,2
1935,JP Nagar,1352.5,2.0,93.865,2
1936,JP Nagar,1200.0,2.0,62.0,2
1937,JP Nagar,1300.0,2.0,90.87,2
1938,JP Nagar,1315.0,2.0,85.4,3
1939,JP Nagar,1690.0,3.0,112.0,3
1940,JP Nagar,750.0,1.0,52.5,1
1941,JP Nagar,1200.0,2.0,78.0,2
1943,JP Nagar,2700.0,4.0,160.0,7
1944,JP Nagar,820.0,2.0,45.0,2
1945,JP Nagar,1750.0,3.0,123.0,3
1946,JP Nagar,2195.0,2.0,152.0,3
1947,JP Nagar,3496.5,2.0,237.5,3
1948,JP Nagar,1960.0,3.0,138.0,3
1949,JP Nagar,1300.0,2.0,91.65,2
1950,JP Nagar,1107.0,2.0,57.0,2
1951,JP Nagar,1250.0,2.0,93.0,2
1952,JP Nagar,1500.0,2.0,108.0,3
1953,JP Nagar,1405.0,2.0,99.0,2
1954,JP Nagar,1157.0,2.0,73.0,2
1955,Jakkur,1279.0,2.0,77.0,2
1958,Jakkur,3467.86,6.0,249.0,4
1959,Jakkur,1865.0,3.0,124.0,3
1960,Jakkur,1452.19,2.0,100.0,2
1961,Jakkur,1798.0,3.0,120.0,3
1962,Jakkur,1300.0,2.0,85.0,2
1963,Jakkur,1950.0,3.0,131.0,3
1964,Jakkur,1230.0,2.0,76.0,2
1965,Jakkur,1290.0,2.0,80.0,2
1967,Jakkur,1483.0,2.0,98.0,2
1968,Jakkur,1650.0,3.0,111.0,3
1969,Jakkur,2423.0,4.0,160.0,3
1971,Jakkur,1230.0,2.0,79.0,2
1972,Jakkur,1202.0,2.0,79.0,2
1973,Jakkur,1858.0,3.0,123.0,3
1974,Jakkur,3181.0,2.0,229.0,4
1975,Jakkur,1816.0,3.0,119.0,3
1976,Jakkur,1290.0,2.0,85.0,2
1977,Jakkur,1300.0,2.0,80.0,2
1978,Jakkur,1290.0,2.0,80.04,2
1981,Jakkur,1950.0,3.0,131.0,3
1982,Jakkur,1432.0,2.0,85.0,2
1983,Jakkur,1710.0,3.0,110.0,3
1984,Jalahalli,2250.0,3.0,160.0,3
1985,Jalahalli,1694.0,2.0,125.0,2
1986,Jalahalli,1045.0,2.0,76.77,2
1987,Jalahalli,2113.0,3.0,155.0,3
1988,Jalahalli,1932.0,4.0,135.0,3
1989,Jalahalli,1200.0,4.0,90.0,4
1991,Jalahalli,790.0,2.0,49.5,2
1992,Jalahalli,1569.0,3.0,118.0,3
1993,Jalahalli,600.0,1.0,37.0,1
1994,Jalahalli,615.0,1.0,46.0,1
1995,Jalahalli,905.0,2.0,55.0,2
1996,Jalahalli,1000.0,2.0,70.0,2
1997,Jalahalli,615.0,1.0,46.0,1
1998,Jalahalli,1470.0,2.0,102.0,3
1999,Jalahalli,1244.0,2.0,88.0,2
2000,Jalahalli,1407.0,2.0,98.49,2
2001,Jalahalli,1045.0,2.0,76.77,2
2002,Jalahalli East,750.0,1.0,40.0,1
2003,Jalahalli East,1260.0,2.0,60.0,3
2004,Jalahalli East,1300.0,2.0,63.0,3
2005,Jalahalli East,1010.0,2.0,52.0,2
2006,Jalahalli East,1010.0,2.0,52.0,2
2007,Jigani,918.0,2.0,52.0,2
2008,Jigani,918.0,2.0,48.0,2
2009,Jigani,914.0,2.0,47.0,2
2010,Jigani,927.0,2.0,55.0,2
2011,Jigani,920.0,2.0,46.0,2
2013,Jigani,918.0,2.0,55.0,2
2014,Jigani,923.0,2.0,50.0,2
2015,Jigani,1221.0,3.0,72.0,3
2016,Jigani,918.0,2.0,49.0,2
2017,Jigani,914.0,2.0,49.0,2
2018,Jigani,918.0,2.0,50.0,2
2020,Jigani,914.0,2.0,55.0,2
2021,Jigani,1252.0,3.0,70.0,3
2022,Jigani,1221.0,3.0,70.0,3
2023,Jigani,943.0,2.0,48.0,2
2024,Jigani,943.0,2.0,49.5,2
2025,Judicial Layout,1300.0,3.0,64.0,3
2026,Judicial Layout,2070.0,3.0,162.0,3
2027,Judicial Layout,1700.0,3.0,155.0,3
2028,Judicial Layout,1100.0,2.0,53.0,3
2029,Judicial Layout,1989.0,4.0,155.0,3
2030,KR Puram,1277.5,2.0,56.8,2
2031,KR Puram,930.0,2.0,39.0,2
2032,KR Puram,1155.0,2.0,42.74,2
2033,KR Puram,1225.0,2.0,46.55,2
2034,KR Puram,1100.0,2.0,47.0,2
2035,KR Puram,1015.0,2.0,43.0,2
2036,KR Puram,714.0,1.0,28.0,1
2037,KR Puram,1142.0,2.0,51.0,2
2038,KR Puram,1021.0,2.0,48.0,2
2039,KR Puram,1559.0,3.0,69.315,3
2040,KR Puram,1035.0,2.0,40.5,2
2041,KR Puram,1550.0,2.0,71.0,2
2042,KR Puram,1192.5,2.0,51.22,2
2043,KR Puram,1100.0,2.0,46.0,2
2044,KR Puram,1290.0,2.0,49.02,2
2045,KR Puram,1100.0,2.0,43.0,2
2046,KR Puram,950.0,2.0,40.0,2
2047,KR Puram,750.0,2.0,40.0,2
2048,KR Puram,2000.0,6.0,85.0,6
2049,KR Puram,1000.0,2.0,44.5,2
2050,KR Puram,1200.0,2.0,47.0,2
2051,KR Puram,1583.0,2.0,70.445,3
2052,KR Puram,1140.0,2.0,43.32,2
2053,KR Puram,4300.0,6.0,175.0,6
2054,KR Puram,1200.0,2.0,42.0,2
2055,KR Puram,1040.0,2.0,50.0,2
2056,KR Puram,1150.0,2.0,42.0,2
2057,KR Puram,4600.0,9.0,200.0,9
2058,KR Puram,1050.0,2.0,55.0,2
2059,KR Puram,1085.0,2.0,46.5,2
2060,KR Puram,2000.0,2.0,75.0,2
2061,KR Puram,1100.0,2.0,45.0,2
2062,KR Puram,1035.0,2.0,40.0,2
2063,KR Puram,1116.0,2.0,45.0,2
2064,KR Puram,1290.0,2.0,69.0,2
2065,KR Puram,1300.0,2.0,57.0,3
2066,KR Puram,866.28,2.0,36.38,2
2067,KR Puram,1096.0,2.0,43.0,2
2068,KR Puram,1204.0,2.0,58.0,2
2069,KR Puram,1205.0,2.0,45.79,2
2070,KR Puram,1827.0,3.0,97.0,3
2071,KR Puram,1100.0,2.0,39.9,2
2072,KR Puram,2283.0,2.0,121.0,4
2073,KR Puram,2800.0,6.0,110.0,7
2074,KR Puram,1020.0,2.0,39.0,2
2075,KR Puram,1245.0,2.0,60.0,2
2076,Kadubeesanahalli,1424.0,2.0,75.0,3
2077,Kadubeesanahalli,1365.0,3.0,80.0,3
2078,Kadubeesanahalli,1184.0,2.0,55.0,2
2079,Kadubeesanahalli,1185.0,2.0,55.0,2
2080,Kadubeesanahalli,1140.0,2.0,78.0,2
2082,Kadugodi,1198.0,2.0,58.0,2
2083,Kadugodi,1762.0,3.0,110.0,3
2084,Kadugodi,1900.0,3.0,108.0,3
2085,Kadugodi,1314.0,2.0,68.2,2
2087,Kadugodi,1314.0,2.0,78.0,2
2088,Kadugodi,1762.0,3.0,112.0,3
2089,Kadugodi,1314.0,2.0,83.0,2
2090,Kadugodi,1351.0,2.0,78.0,3
2091,Kadugodi,1010.0,2.0,50.0,2
2092,Kadugodi,1152.0,2.0,61.0,2
2093,Kadugodi,1762.0,3.0,112.0,3
2094,Kadugodi,1875.0,2.0,110.0,3
2095,Kadugodi,1762.0,3.0,109.0,3
2096,Kadugodi,1314.0,2.0,80.0,2
2097,Kadugodi,1196.0,2.0,60.0,2
2098,Kaggadasapura,1280.0,2.0,56.0,3
2099,Kaggadasapura,1275.0,2.0,52.0,2
2100,Kaggadasapura,1110.0,2.0,53.0,2
2101,Kaggadasapura,1060.0,2.0,48.0,2
2102,Kaggadasapura,1063.0,2.0,42.0,2
2103,Kaggadasapura,1050.0,2.0,48.0,2
2104,Kaggadasapura,1200.0,2.0,53.0,2
2105,Kaggadasapura,1035.0,2.0,45.5,2
2106,Kaggadasapura,1180.0,1.0,50.0,2
2107,Kaggadasapura,1140.0,2.0,46.0,2
2108,Kaggadasapura,1225.0,2.0,48.0,2
2109,Kaggadasapura,1540.0,3.0,75.0,3
2110,Kaggadasapura,1560.0,2.0,72.0,3
2111,Kaggadasapura,1240.0,2.0,58.58,2
2112,Kaggadasapura,1000.0,2.0,43.0,2
2113,Kaggadasapura,1225.0,2.0,48.0,2
2114,Kaggadasapura,2500.0,5.0,120.0,3
2115,Kaggadasapura,960.0,2.0,45.0,2
2117,Kaggadasapura,1485.0,2.0,70.0,3
2118,Kaggadasapura,1175.0,2.0,50.0,2
2119,Kaggadasapura,1400.0,2.0,68.0,3
2120,Kaggadasapura,1150.0,2.0,45.0,2
2121,Kaggalipura,700.0,1.0,38.0,1
2122,Kaggalipura,700.0,1.0,36.0,1
2123,Kaggalipura,950.0,2.0,48.0,2
2124,Kaggalipura,950.0,2.0,50.0,2
2125,Kaggalipura,950.0,2.0,47.0,2
2126,Kaggalipura,1150.0,2.0,62.0,3
2127,Kaggalipura,700.0,1.0,35.0,1
2128,Kaikondrahalli,1645.0,3.0,100.0,3
2129,Kaikondrahalli,1700.0,4.0,108.0,4
2130,Kaikondrahalli,1605.0,3.0,105.0,3
2131,Kaikondrahalli,1253.0,2.0,81.5,2
2132,Kaikondrahalli,991.0,2.0,64.0,2
2133,Kaikondrahalli,1250.0,2.0,78.0,2
2134,Kaikondrahalli,3381.0,6.0,225.0,6
2135,Kalena Agrahara,1200.0,2.0,50.0,2
2137,Kalena Agrahara,1325.0,2.0,76.0,2
2138,Kalena Agrahara,1450.0,2.0,85.0,3
2139,Kalena Agrahara,1187.0,2.0,52.0,2
2140,Kalena Agrahara,1565.0,3.0,78.0,3
2141,Kalena Agrahara,1040.0,2.0,45.0,2
2143,Kalena Agrahara,800.0,2.0,40.0,2
2144,Kalena Agrahara,900.0,2.0,40.0,2
2145,Kalena Agrahara,1837.0,2.0,95.0,3
2146,Kalena Agrahara,1510.0,3.0,78.0,3
2147,Kalena Agrahara,1354.0,2.0,70.0,2
2148,Kalena Agrahara,1200.0,3.0,70.0,2
2149,Kalena Agrahara,1354.0,2.0,71.0,2
2151,Kalyan nagar,820.0,2.0,39.0,2
2153,Kalyan nagar,1080.0,2.0,73.0,2
2154,Kalyan nagar,2422.0,3.0,150.0,4
2155,Kalyan nagar,1198.0,2.0,65.0,2
2156,Kalyan nagar,1250.0,2.0,65.0,2
2157,Kalyan nagar,1190.0,2.0,60.0,2
2158,Kalyan nagar,1100.0,2.0,70.0,2
2159,Kambipura,883.0,2.0,45.0,2
2160,Kambipura,883.0,2.0,45.0,2
2161,Kambipura,883.0,2.0,39.0,2
2162,Kambipura,883.0,2.0,45.0,2
2163,Kambipura,883.0,2.0,39.0,2
2164,Kambipura,1082.0,2.0,55.0,3
2165,Kambipura,883.0,2.0,44.0,2
2166,Kambipura,883.0,2.0,39.0,2
2167,Kambipura,883.0,2.0,39.0,2
2168,Kambipura,883.0,2.0,45.0,2
2169,Kambipura,883.0,2.0,39.0,2
2170,Kambipura,1082.0,2.0,55.0,3
2171,Kammanahalli,1200.0,2.0,80.0,2
2172,Kammanahalli,1200.0,1.0,81.0,2
2173,Kammanahalli,2900.0,4.0,200.0,4
2174,Kammanahalli,1200.0,3.0,80.0,2
2175,Kammasandra,810.0,2.0,24.5,2
2176,Kammasandra,657.5,1.0,18.41,1
2177,Kammasandra,1156.0,2.0,32.0,2
2178,Kammasandra,870.0,2.0,24.0,2
2179,Kammasandra,990.0,2.0,31.5,2
2180,Kammasandra,1015.0,2.0,37.0,2
2181,Kammasandra,1080.0,2.0,31.99,2
2182,Kammasandra,1057.0,2.0,35.0,2
2183,Kammasandra,940.0,2.0,35.0,2
2184,Kammasandra,610.0,1.0,18.5,1
2185,Kanakapura,1419.0,3.0,75.0,3
2186,Kanakapura,711.0,1.0,36.0,1
2187,Kanakapura,711.0,1.0,38.0,1
2188,Kanakapura,929.0,2.0,46.0,2
2189,Kanakapura,551.0,1.0,30.0,1
2190,Kanakapura,1476.0,3.0,75.0,3
2191,Kanakapura,1295.0,2.0,64.0,2
2192,Kanakapura,1151.0,2.0,59.0,2
2193,Kanakapura,945.0,2.0,47.0,2
2194,Kanakapura,1340.0,2.0,65.0,2
2195,Kanakapura,1450.0,3.0,75.0,3
2196,Kanakapura,1283.0,2.0,68.0,2
2197,Kanakapura,938.0,1.0,50.0,1
2201,Kanakpura Road,525.0,1.0,26.0,1
2202,Kanakpura Road,525.0,1.0,27.25,1
2203,Kanakpura Road,525.0,1.0,30.0,1
2204,Kanakpura Road,1339.0,2.0,75.0,2
2205,Kanakpura Road,525.0,1.0,26.0,1
2206,Kanakpura Road,1290.0,2.0,74.0,2
2210,Kanakpura Road,1560.0,3.0,92.0,3
2213,Kanakpura Road,1366.0,3.0,76.85,2
2214,Kanakpura Road,2200.0,3.0,130.0,3
2215,Kanakpura Road,525.0,1.0,30.0,1
2216,Kanakpura Road,1051.0,2.0,56.74,2
2217,Kanakpura Road,525.0,1.0,30.0,1
2218,Kanakpura Road,700.0,2.0,40.0,2
2219,Kanakpura Road,700.0,2.0,40.0,2
2220,Kanakpura Road,1339.0,2.0,71.5,2
2221,Kanakpura Road,670.0,1.0,35.0,1
2222,Kanakpura Road,525.0,1.0,30.0,1
2223,Kanakpura Road,525.0,2.0,27.0,1
2224,Kanakpura Road,712.0,1.0,38.44,1
2225,Kanakpura Road,525.0,1.0,27.0,1
2226,Kanakpura Road,525.0,1.0,27.5,1
2227,Kanakpura Road,525.0,1.0,26.25,1
2228,Kanakpura Road,525.0,1.0,26.0,1
2229,Kanakpura Road,1050.0,2.0,59.0,3
2230,Kanakpura Road,1600.0,3.0,90.0,3
2231,Kanakpura Road,525.0,2.0,29.25,1
2234,Kanakpura Road,700.0,2.0,41.0,2
2235,Kanakpura Road,700.0,1.0,41.0,2
2236,Kanakpura Road,1140.0,2.0,65.0,2
2237,Kanakpura Road,700.0,2.0,40.0,2
2238,Kanakpura Road,525.0,1.0,26.01,1
2239,Kanakpura Road,1322.0,2.0,70.0,2
2240,Kanakpura Road,1167.0,2.0,63.0,2
2241,Kanakpura Road,1430.0,2.0,78.0,2
2243,Kanakpura Road,525.0,2.0,27.0,1
2246,Kanakpura Road,525.0,1.0,30.0,1
2247,Kanakpura Road,525.0,1.0,26.0,1
2249,Kanakpura Road,1622.0,3.0,95.0,3
2250,Kannamangala,957.0,2.0,58.0,2
2251,Kannamangala,957.0,2.0,56.0,2
2252,Kannamangala,1536.0,3.0,89.0,3
2253,Kannamangala,1574.0,3.0,93.34,3
2254,Kannamangala,957.0,2.0,54.5,2
2255,Kannamangala,2422.0,4.0,135.0,4
2256,Kannamangala,957.0,2.0,55.0,2
2257,Kannamangala,957.0,2.0,56.0,2
2258,Karuna Nagar,2500.0,3.0,180.0,3
2259,Karuna Nagar,2500.0,3.0,190.0,3
2260,Karuna Nagar,1354.0,2.0,98.0,3
2261,Kasavanhalli,1060.0,2.0,58.06,2
2262,Kasavanhalli,1563.05,3.0,105.0,3
2263,Kasavanhalli,1717.0,3.0,99.0,3
2264,Kasavanhalli,1349.0,2.0,78.0,2
2265,Kasavanhalli,1121.0,2.0,78.0,2
2266,Kasavanhalli,1200.0,2.0,78.0,2
2267,Kasavanhalli,1476.0,3.0,89.0,3
2268,Kasavanhalli,1719.0,3.0,116.0,3
2269,Kasavanhalli,1125.0,2.0,61.2,2
2270,Kasavanhalli,2170.0,3.0,151.0,3
2271,Kasavanhalli,1476.0,3.0,95.0,3
2272,Kasavanhalli,1787.0,3.0,123.0,3
2273,Kasavanhalli,1090.0,2.0,59.8,2
2274,Kasavanhalli,1691.0,3.0,104.0,3
2276,Kasavanhalli,770.0,1.0,43.82,1
2277,Kasavanhalli,1147.0,2.0,60.0,2
2278,Kasavanhalli,1375.0,2.0,72.0,2
2279,Kasavanhalli,1495.0,2.0,83.0,2
2280,Kasavanhalli,1917.0,3.0,132.0,3
2281,Kasavanhalli,1375.0,2.0,78.0,2
2282,Kasavanhalli,1476.0,3.0,105.0,3
2283,Kasavanhalli,1158.0,2.0,67.0,2
2284,Kasavanhalli,1214.0,2.0,67.0,2
2286,Kasavanhalli,1575.0,2.0,85.0,2
2287,Kasavanhalli,1069.0,2.0,55.0,2
2288,Kasavanhalli,1100.0,2.0,68.0,2
2289,Kasavanhalli,1715.0,3.0,112.0,3
2290,Kasavanhalli,1100.0,2.0,65.0,2
2291,Kasavanhalli,1230.0,2.0,66.25,2
2292,Kasavanhalli,1585.0,2.0,90.0,2
2293,Kasavanhalli,1245.0,2.0,80.0,2
2294,Kasavanhalli,2035.0,3.0,142.0,3
2295,Kasavanhalli,1747.0,3.0,110.0,3
2296,Kasavanhalli,1377.0,2.0,80.0,2
2297,Kasavanhalli,1181.0,2.0,61.0,2
2298,Kasavanhalli,1121.0,2.0,75.0,2
2299,Kasturi Nagar,1925.0,3.0,125.0,3
2300,Kasturi Nagar,1567.0,2.0,92.0,2
2301,Kasturi Nagar,1101.0,2.0,65.0,2
2302,Kasturi Nagar,1896.0,3.0,125.0,4
2303,Kasturi Nagar,1000.0,2.0,58.0,2
2304,Kasturi Nagar,1101.0,2.0,66.0,2
2305,Kasturi Nagar,2507.0,4.0,155.0,4
2306,Kathriguppe,1400.0,2.0,77.0,3
2307,Kathriguppe,1250.0,2.0,68.75,3
2308,Kathriguppe,1245.0,2.0,68.48,3
2309,Kathriguppe,1350.0,2.0,80.99,3
2310,Kathriguppe,1365.0,2.0,75.08,3
2311,Kathriguppe,1300.0,3.0,77.99,3
2312,Kathriguppe,1350.0,2.0,80.99,3
2313,Kathriguppe,1390.0,2.0,76.45,3
2314,Kathriguppe,1350.0,3.0,78.3,3
2315,Kathriguppe,1250.0,2.0,68.75,3
2316,Kathriguppe,1300.0,3.0,77.99,3
2317,Kathriguppe,1335.0,2.0,73.43,3
2318,Kathriguppe,1300.0,3.0,77.99,3
2319,Kathriguppe,1300.0,3.0,77.99,3
2320,Kathriguppe,1335.0,2.0,73.43,3
2321,Kathriguppe,1350.0,3.0,80.99,3
2322,Kathriguppe,1250.0,2.0,68.75,2
2323,Kathriguppe,1350.0,3.0,80.99,3
2324,Kaval Byrasandra,1200.0,2.0,52.0,2
2325,Kaval Byrasandra,1020.0,2.0,52.0,2
2326,Kaval Byrasandra,945.0,2.0,50.0,2
2327,Kaval Byrasandra,1060.0,2.0,45.0,2
2328,Kaval Byrasandra,1100.0,2.0,46.0,2
2329,Kaval Byrasandra,997.0,2.0,53.0,2
2330,Kaval Byrasandra,480.0,1.0,25.0,1
2331,Kaval Byrasandra,1180.0,2.0,60.0,2
2332,Kaval Byrasandra,1450.0,3.0,75.0,3
2333,Kaval Byrasandra,1066.0,2.0,55.0,2
2334,Kaval Byrasandra,1400.0,3.0,75.0,3
2335,Kenchenahalli,1015.0,2.0,58.0,2
2336,Kenchenahalli,1150.0,2.0,58.0,2
2337,Kenchenahalli,1280.0,2.0,69.0,3
2338,Kenchenahalli,870.0,1.0,45.0,2
2339,Kenchenahalli,1150.0,2.0,60.0,2
2340,Kenchenahalli,700.0,1.0,35.0,1
2341,Kenchenahalli,1720.0,3.0,100.0,3
2342,Kengeri,750.0,2.0,38.0,2
2344,Kengeri,1200.0,2.0,58.0,2
2346,Kengeri,750.0,2.0,36.0,2
2348,Kengeri,726.0,2.0,35.0,2
2349,Kengeri,416.0,1.0,19.5,1
2350,Kengeri,900.0,2.0,45.0,2
2351,Kengeri,502.0,1.0,25.0,1
2353,Kengeri,540.0,1.0,22.5,1
2354,Kengeri,750.0,2.0,35.5,2
2355,Kengeri,1200.0,2.0,58.0,2
2356,Kengeri,750.0,2.0,36.5,2
2357,Kengeri,416.0,1.0,18.0,1
2358,Kengeri,1052.0,2.0,51.0,2
2359,Kengeri,1220.0,2.0,63.0,2
2360,Kengeri,1150.0,1.0,52.0,1
2361,Kengeri,1192.0,2.0,53.5,2
2362,Kengeri,1035.0,2.0,51.5,2
2363,Kengeri,3000.0,5.0,130.0,8
2364,Kengeri,416.0,1.0,17.19,1
2365,Kengeri,2500.0,4.0,100.0,5
2366,Kengeri Satellite Town,890.0,2.0,35.0,2
2367,Kengeri Satellite Town,1415.0,2.0,66.0,3
2368,Kengeri Satellite Town,1050.0,2.0,43.0,2
2369,Kengeri Satellite Town,1007.0,2.0,42.0,2
